"BudgetMs","File","Threads","Seed","ExitCode","PipelineLines"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-8.json","1","1337","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=8572 final_sa_budget_ms=4822 final_polish_budget_ms=0 planned_total_ms=14394 || [PIPELINE][summary] input 0 initial_fdl_ms=1579 final_lahc_ms=8572 final_sa_ms=4825 final_polish_ms=0 final_k=9829 final_crossings=43814621 final_lp=145652933578880 saturated=0 budget_share_fdl=0.105435 budget_share_lahc=0.572382 budget_share_sa=0.322182 budget_share_polish=0"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-2.json","1","7201","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7498 final_lahc_budget_ms=9410 final_sa_budget_ms=5294 final_polish_budget_ms=250 planned_total_ms=22452 || [PIPELINE][summary] input 0 initial_fdl_ms=38 final_lahc_ms=9410 final_sa_ms=5294 final_polish_ms=48 final_k=5 final_crossings=150 final_lp=7404 saturated=0 budget_share_fdl=0.0025693 budget_share_lahc=0.636241 budget_share_sa=0.357945 budget_share_polish=0.00324544"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-5.json","1","9109","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7496 final_lahc_budget_ms=8894 final_sa_budget_ms=5004 final_polish_budget_ms=250 planned_total_ms=21644 || [PIPELINE][summary] input 0 initial_fdl_ms=562 final_lahc_ms=8894 final_sa_ms=5004 final_polish_ms=418 final_k=159 final_crossings=51320 final_lp=711821795 saturated=0 budget_share_fdl=0.0377739 budget_share_lahc=0.597795 budget_share_sa=0.336336 budget_share_polish=0.0280952"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-8.json","1","11047","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=8772 final_sa_budget_ms=4935 final_polish_budget_ms=0 planned_total_ms=14707 || [PIPELINE][summary] input 0 initial_fdl_ms=1273 final_lahc_ms=8773 final_sa_ms=4937 final_polish_ms=0 final_k=9357 final_crossings=39821141 final_lp=103242439821541 saturated=0 budget_share_fdl=0.084963 budget_share_lahc=0.58553 budget_share_sa=0.329507 budget_share_polish=0"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-2.json","1","15427","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7499 final_lahc_budget_ms=9429 final_sa_budget_ms=5305 final_polish_budget_ms=250 planned_total_ms=22483 || [PIPELINE][summary] input 0 initial_fdl_ms=11 final_lahc_ms=9429 final_sa_ms=5305 final_polish_ms=179 final_k=4 final_crossings=137 final_lp=4734 saturated=0 budget_share_fdl=0.000737068 budget_share_lahc=0.631801 budget_share_sa=0.355468 budget_share_polish=0.0119941"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-5.json","1","1337","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27498 final_lahc_budget_ms=34776 final_sa_budget_ms=19562 final_polish_budget_ms=250 planned_total_ms=82086 || [PIPELINE][summary] input 0 initial_fdl_ms=292 final_lahc_ms=34776 final_sa_ms=19563 final_polish_ms=288 final_k=161 final_crossings=51614 final_lp=736092482 saturated=0 budget_share_fdl=0.00531692 budget_share_lahc=0.633223 budget_share_sa=0.356216 budget_share_polish=0.00524409"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-8.json","1","4242","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=34476 final_sa_budget_ms=19393 final_polish_budget_ms=0 planned_total_ms=54869 || [PIPELINE][summary] input 0 initial_fdl_ms=1108 final_lahc_ms=34476 final_sa_ms=19394 final_polish_ms=0 final_k=8786 final_crossings=36365231 final_lp=73803989987578 saturated=0 budget_share_fdl=0.0201535 budget_share_lahc=0.627087 budget_share_sa=0.352759 budget_share_polish=0"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-2.json","1","9109","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27499 final_lahc_budget_ms=35017 final_sa_budget_ms=19698 final_polish_budget_ms=250 planned_total_ms=82464 || [PIPELINE][summary] input 0 initial_fdl_ms=27 final_lahc_ms=35017 final_sa_ms=19697 final_polish_ms=92 final_k=4 final_crossings=137 final_lp=4426 saturated=0 budget_share_fdl=0.000492404 budget_share_lahc=0.638612 budget_share_sa=0.359218 budget_share_polish=0.00167782"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-5.json","1","11047","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27497 final_lahc_budget_ms=34730 final_sa_budget_ms=19536 final_polish_budget_ms=250 planned_total_ms=82013 || [PIPELINE][summary] input 0 initial_fdl_ms=277 final_lahc_ms=34730 final_sa_ms=19536 final_polish_ms=299 final_k=161 final_crossings=51614 final_lp=736092482 saturated=0 budget_share_fdl=0.00505087 budget_share_lahc=0.633274 budget_share_sa=0.356223 budget_share_polish=0.00545203"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-8.json","1","13003","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=1000 final_lahc_budget_ms=34474 final_sa_budget_ms=19392 final_polish_budget_ms=0 planned_total_ms=54866 || [PIPELINE][summary] input 0 initial_fdl_ms=1122 final_lahc_ms=34476 final_sa_ms=19391 final_polish_ms=0 final_k=8786 final_crossings=36365231 final_lp=73803989987578 saturated=0 budget_share_fdl=0.0204041 budget_share_lahc=0.626962 budget_share_sa=0.352634 budget_share_polish=0"
