"BudgetMs","File","Threads","Seed","ExitCode","PipelineLines"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-1.json","1","1337","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7499 final_lahc_budget_ms=9436 final_sa_budget_ms=5309 final_polish_budget_ms=250 planned_total_ms=22494 || [PIPELINE][summary] input 0 initial_fdl_ms=2 final_lahc_ms=9436 final_sa_ms=5309 final_polish_ms=37 final_k=10 final_crossings=460 final_lp=335218 saturated=0 budget_share_fdl=0.000135281 budget_share_lahc=0.638258 budget_share_sa=0.359104 budget_share_polish=0.00250271"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-4.json","1","4242","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7498 final_lahc_budget_ms=9379 final_sa_budget_ms=5276 final_polish_budget_ms=250 planned_total_ms=22403 || [PIPELINE][summary] input 0 initial_fdl_ms=77 final_lahc_ms=9379 final_sa_ms=5276 final_polish_ms=191 final_k=14 final_crossings=1149 final_lp=1240692 saturated=0 budget_share_fdl=0.00515982 budget_share_lahc=0.628493 budget_share_sa=0.353548 budget_share_polish=0.012799"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-7.json","1","7201","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7497 final_lahc_budget_ms=8772 final_sa_budget_ms=4935 final_polish_budget_ms=250 planned_total_ms=21454 || [PIPELINE][summary] input 0 initial_fdl_ms=878 final_lahc_ms=8772 final_sa_ms=4935 final_polish_ms=253 final_k=117 final_crossings=25669 final_lp=927263559 saturated=0 budget_share_fdl=0.0591724 budget_share_lahc=0.591185 budget_share_sa=0.332592 budget_share_polish=0.0170508"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-1.json","1","11047","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7499 final_lahc_budget_ms=9432 final_sa_budget_ms=5306 final_polish_budget_ms=250 planned_total_ms=22487 || [PIPELINE][summary] input 0 initial_fdl_ms=6 final_lahc_ms=9432 final_sa_ms=5308 final_polish_ms=140 final_k=14 final_crossings=514 final_lp=629736 saturated=0 budget_share_fdl=0.000403063 budget_share_lahc=0.633615 budget_share_sa=0.356577 budget_share_polish=0.00940481"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-4.json","1","13003","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7498 final_lahc_budget_ms=9416 final_sa_budget_ms=5298 final_polish_budget_ms=250 planned_total_ms=22462 || [PIPELINE][summary] input 0 initial_fdl_ms=25 final_lahc_ms=9416 final_sa_ms=5298 final_polish_ms=250 final_k=14 final_crossings=1126 final_lp=1426938 saturated=0 budget_share_fdl=0.00166789 budget_share_lahc=0.628194 budget_share_sa=0.353459 budget_share_polish=0.0166789"
"20000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-7.json","1","15427","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=7497 final_lahc_budget_ms=9230 final_sa_budget_ms=5192 final_polish_budget_ms=250 planned_total_ms=22169 || [PIPELINE][summary] input 0 initial_fdl_ms=243 final_lahc_ms=9230 final_sa_ms=5192 final_polish_ms=286 final_k=125 final_crossings=25829 final_lp=945859975 saturated=0 budget_share_fdl=0.0162531 budget_share_lahc=0.61735 budget_share_sa=0.347268 budget_share_polish=0.0191292"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-1.json","1","4242","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27499 final_lahc_budget_ms=35033 final_sa_budget_ms=19707 final_polish_budget_ms=250 planned_total_ms=82489 || [PIPELINE][summary] input 0 initial_fdl_ms=6 final_lahc_ms=35033 final_sa_ms=19706 final_polish_ms=62 final_k=10 final_crossings=467 final_lp=320664 saturated=0 budget_share_fdl=0.000109475 budget_share_lahc=0.639207 budget_share_sa=0.359553 budget_share_polish=0.00113124"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-4.json","1","7201","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27499 final_lahc_budget_ms=34992 final_sa_budget_ms=19683 final_polish_budget_ms=250 planned_total_ms=82424 || [PIPELINE][summary] input 0 initial_fdl_ms=55 final_lahc_ms=34992 final_sa_ms=19683 final_polish_ms=255 final_k=11 final_crossings=842 final_lp=432112 saturated=0 budget_share_fdl=0.00100027 budget_share_lahc=0.636392 budget_share_sa=0.35797 budget_share_polish=0.00463763"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-7.json","1","9109","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27499 final_lahc_budget_ms=34852 final_sa_budget_ms=19605 final_polish_budget_ms=250 planned_total_ms=82206 || [PIPELINE][summary] input 0 initial_fdl_ms=203 final_lahc_ms=34852 final_sa_ms=19605 final_polish_ms=271 final_k=114 final_crossings=22041 final_lp=529436560 saturated=0 budget_share_fdl=0.00369555 budget_share_lahc=0.634469 budget_share_sa=0.356902 budget_share_polish=0.00493346"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-1.json","1","13003","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27499 final_lahc_budget_ms=35032 final_sa_budget_ms=19707 final_polish_budget_ms=250 planned_total_ms=82488 || [PIPELINE][summary] input 0 initial_fdl_ms=6 final_lahc_ms=35032 final_sa_ms=19707 final_polish_ms=72 final_k=10 final_crossings=452 final_lp=330096 saturated=0 budget_share_fdl=0.000109455 budget_share_lahc=0.639072 budget_share_sa=0.359505 budget_share_polish=0.00131346"
"60000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-4.json","1","15427","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=27499 final_lahc_budget_ms=34999 final_sa_budget_ms=19687 final_polish_budget_ms=250 planned_total_ms=82435 || [PIPELINE][summary] input 0 initial_fdl_ms=51 final_lahc_ms=34999 final_sa_ms=19687 final_polish_ms=236 final_k=13 final_crossings=1021 final_lp=847738 saturated=0 budget_share_fdl=0.000927728 budget_share_lahc=0.636658 budget_share_sa=0.358121 budget_share_polish=0.00429302"
"300000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-7.json","1","1337","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=60000 final_lahc_budget_ms=188384 final_sa_budget_ms=105966 final_polish_budget_ms=250 planned_total_ms=354600 || [PIPELINE][summary] input 0 initial_fdl_ms=273 final_lahc_ms=188384 final_sa_ms=105966 final_polish_ms=257 final_k=62 final_crossings=13782 final_lp=69733112 saturated=0 budget_share_fdl=0.0009258 budget_share_lahc=0.63885 budget_share_sa=0.359353 budget_share_polish=0.000871541"
"300000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-1.json","1","7201","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=30000 final_lahc_budget_ms=188636 final_sa_budget_ms=106108 final_polish_budget_ms=250 planned_total_ms=324994 || [PIPELINE][summary] input 0 initial_fdl_ms=3 final_lahc_ms=188636 final_sa_ms=106108 final_polish_ms=64 final_k=10 final_crossings=418 final_lp=218644 saturated=0 budget_share_fdl=1.0176e-05 budget_share_lahc=0.639854 budget_share_sa=0.359919 budget_share_polish=0.000217088"
"300000","C:\Users\Asus\Desktop\GDContestAI2\data\Automatic-4.json","1","9109","0","[PIPELINE][budgets] input 0 initial_fdl_budget_ms=30000 final_lahc_budget_ms=188607 final_sa_budget_ms=106092 final_polish_budget_ms=250 planned_total_ms=324949 || [PIPELINE][summary] input 0 initial_fdl_ms=34 final_lahc_ms=188607 final_sa_ms=106092 final_polish_ms=197 final_k=9 final_crossings=598 final_lp=119844 saturated=0 budget_share_fdl=0.000115282 budget_share_lahc=0.639498 budget_share_sa=0.359719 budget_share_polish=0.000667955"
